Manufacturer,Manufacturer_cat_no,Vendor,Description,price,quantity,units,link,category,vendor_cat_no,special_conditions,delivery_time,listprice,vat,class
Abnova,H00004601-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MXI1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00004601-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00004601-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MXI1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00004601-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00004601-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MXI1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00004601-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00004634-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MYL3 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00004634-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00004635-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MYL4 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00004635-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00004637-R05-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MYL6 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00004637-R05-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00004637-R06-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MYL6 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00004637-R06-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00004637-R06-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MYL6 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00004637-R06-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00004637-R07-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MYL6 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00004637-R07-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00004637-R07-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MYL6 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00004637-R07-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00004637-R08-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MYL6 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00004637-R08-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00004637-R08-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MYL6 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00004637-R08-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00004638-R10-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MYLK Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00004638-R10-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00004638-R10-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MYLK Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00004638-R10-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00004638-R11-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MYLK Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00004638-R11-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00004638-R11-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MYLK Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00004638-R11-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00004638-R12-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MYLK Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00004638-R12-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00004638-R12-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MYLK Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00004638-R12-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00004638-R13-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MYLK Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00004638-R13-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00004638-R13-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MYLK Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00004638-R13-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00004638-R14-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MYLK Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00004638-R14-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00005445-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PON2 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00005445-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00001163-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,CKS1B Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00001163-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00001164-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,CKS2 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00001164-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00001164-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,CKS2 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00001164-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00001173-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,AP2M1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00001173-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00001173-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,AP2M1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00001173-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00006388-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SDF2 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00006388-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00025824-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PRDX5 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00025824-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00025824-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PRDX5 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00025824-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00025824-R03-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PRDX5 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00025824-R03-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00025825-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,BACE2 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00025825-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00025825-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,BACE2 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00025825-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00025825-R03-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,BACE2 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00025825-R03-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00025828-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TXN2 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00025828-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00025831-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,HECTD1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00025831-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00006483-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ST3GAL2 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00006483-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00006484-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ST3GAL4 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00006484-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00006603-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SMARCD2 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00006603-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00003360-R03-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,HTR4 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00003360-R03-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00003360-R04-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,HTR4 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00003360-R04-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00000309-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ANXA6 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00000309-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00000310-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ANXA7 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00000310-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00079726-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,WDR59 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00079726-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00079731-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,FLJ23441 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00079731-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00079733-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,E2F8 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00079733-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00060488-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MRPS35 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00060488-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00022887-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,FOXJ3 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00022887-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00022888-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,UBOX5 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00022888-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00022888-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,UBOX5 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00022888-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00022890-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ZBTB1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00022890-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00022891-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ZNF365 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00022891-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00022891-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ZNF365 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00022891-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00022891-R03-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ZNF365 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00022891-R03-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00022909-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,KIAA1018 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00022909-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00022913-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,RALY Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00022913-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00022913-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,RALY Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00022913-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00023001-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,WDFY3 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00023001-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00023001-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,WDFY3 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00023001-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00022850-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,KIAA0863 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00022850-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00022853-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,LMTK2 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00022853-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00000572-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,BAD Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00000572-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00055283-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MCOLN3 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00055283-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00055350-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,VNN3 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00055350-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00055466-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,DNAJA4 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00055466-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00055502-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,HES6 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00055502-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00055561-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,CDC42BPG Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00055561-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00055775-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TDP1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00055775-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00055829-R03-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SELS Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00055829-R03-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00319100-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TAAR6 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00319100-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00374291-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,NDUFS7 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00374291-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00374378-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,GALNTL4 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00374378-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00374407-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,DNAJB13 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00374407-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00374655-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ZNF710 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00374655-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00008654-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PDE5A Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00008654-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00114088-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TRIM9 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00114088-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00114088-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TRIM9 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00114088-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00114134-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SLC2A13 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00114134-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00114299-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PALM2 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00114299-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00064768-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,C9orf12 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00064768-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00064770-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,CCDC14 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00064770-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00064779-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,FLJ12998 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00064779-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00064780-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MICAL1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00064780-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00064781-R05-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,CERK Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00064781-R05-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00064781-R06-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,CERK Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00064781-R06-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00054940-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OCIAD1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00054940-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00054940-R03-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OCIAD1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00054940-R03-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00054940-R04-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OCIAD1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00054940-R04-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00054940-R05-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OCIAD1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00054940-R05-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00054941-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,RNF125 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00054941-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00054942-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,C9orf6 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00054942-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00054946-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SLC41A3 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00054946-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00054946-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SLC41A3 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00054946-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00054946-R03-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SLC41A3 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00054946-R03-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00054946-R04-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SLC41A3 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00054946-R04-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00026205-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,GMEB2 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00026205-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00026207-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PITPNC1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00026207-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00026207-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PITPNC1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00026207-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00026211-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR2F1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00026211-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00026212-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR2B6 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00026212-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00026219-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR1J4 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00026219-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00006636-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SNRPF Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00006636-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00006637-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SNRPG Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00006637-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00006637-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SNRPG Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00006637-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00006638-R04-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SNRPN Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00006638-R04-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00006638-R04-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SNRPN Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00006638-R04-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00006638-R05-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SNRPN Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00006638-R05-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00006638-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SNRPN Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00006638-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00006638-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SNRPN Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00006638-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00006638-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SNRPN Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00006638-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
