Manufacturer,Manufacturer_cat_no,Vendor,Description,price,quantity,units,link,category,vendor_cat_no,special_conditions,delivery_time,listprice,vat,class
Cedarlane Laboratories,CL7504F,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti C4 Mouse FITC,202.74,1,100 ug,http://www.cedarlanelabs.com/International/..perc5CDataSheetsperc5CCL7504F.PDF,Antibodies/Primaries,007CL7504F,4 C/Room Temperature,5,218,23,labware-plastics-other
Cedarlane Laboratories,MC-301,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MountClear,396.18,1,5 ml,,Antibodies/Antibodies SP,007MC-301,Undefined/To be defined,5,426,23,labware-plastics-other
Cedarlane Laboratories,IS-502,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Immersion Solution-M,116.25,1,5 ml,,Antibodies/Antibodies SP,007IS-502,Undefined/To be defined,5,125,23,labware-plastics-other
Cedarlane Laboratories,FC-101,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,FocusClear,396.18,1,5 ml,,Antibodies/Antibodies SP,007FC-101,Undefined/To be defined,5,426,23,labware-plastics-other
Cedarlane Laboratories,MU12,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Super PAP PEN,77.19,1,1 pen,http://www.cedarlanelabs.com/DataSheets/MU12.pdf,Antibodies/Antibodies SP,007MU12,Room Temp./Room Temperature,5,83,23,labware-plastics-other
Cedarlane Laboratories,CL76002K,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,AEC coloring system,153.45,1,10×96 Tests,,Antibodies/Antibodies SP,007CL76002K,Undefined/To be defined,5,165,23,labware-plastics-other
Cedarlane Laboratories,CL76003K,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PHA,64.17,1,50 Tests,,Antibodies/Antibodies SP,007CL76003K,Undefined/To be defined,5,69,23,labware-plastics-other
Cedarlane Laboratories,CL76001K,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Magi PVDF coating buffer,64.17,1,5×96 Tests,,Antibodies/Antibodies SP,007CL76001K,Undefined/To be defined,5,69,23,labware-plastics-other
Abnova,H00001969-AP51,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,EPHA2 (Human) Matched Antibody Pair,623.1,1,01-Set,,Antibodies/Primaries,157H00001969-AP51,-20 C/Room Temperature,5,670,23,labware-plastics-other
Abnova,H00283431-PW1,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti GAS2L3 (Human) IP-WB Antibody Pair,623.1,1,,,Antibodies/Primaries,157H00283431-PW1,-20 C/Cool Pack,5,670,23,labware-plastics-other
Abnova,H00000309-B01,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti ANXA6 Human Maxpab,288.3,1,50 ul,,Antibodies/Primaries,157H00000309-B01,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00000314-B01,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti AOC2 Human MaxPAb,288.3,1,50 ul,,Antibodies/Primaries,157H00000314-B01,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00000318-A01,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti NUDT2 Human,186,1,50 ul,,Antibodies/Primaries,157H00000318-A01,-20 C/Cool Pack,5,200,23,labware-plastics-other
Abnova,H00000318-B01,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti NUDT2 Human MaxPab,288.3,1,50 ul,,Antibodies/Primaries,157H00000318-B01,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00000318-B01P,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti NUDT2 Human MaxPab,288.3,1,50 ug,,Antibodies/Primaries,157H00000318-B01P,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00000318-D01P,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti NUDT2 Human MaxPab,297.6,1,100 ug,,Antibodies/Primaries,157H00000318-D01P,-20 C/Cool Pack,5,320,23,labware-plastics-other
Abnova,H00000318-M01,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti NUDT2 Human,288.3,1,100 ug,,Antibodies/Primaries,157H00000318-M01,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00000318-M03,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti NUDT2 Human,288.3,1,100 ug,,Antibodies/Primaries,157H00000318-M03,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00000319-M02,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti APOF Human,288.3,1,100 ug,,Antibodies/Primaries,157H00000319-M02,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00000322-B01P,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti APBB1 Human MaxPab,288.3,1,50 ug,,Antibodies/Primaries,157H00000322-B01P,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00000332-M01,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti BIRC5 Human,288.3,1,100 ug,,Antibodies/Primaries,157H00000332-M01,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,PAB10934,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti CAMK2A Human,427.8,1,100 ug,,Antibodies/Primaries,157PAB10934,-20 C/Cool Pack,5,460,23,labware-plastics-other
Abnova,PAB10935,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti CDC2 Human,427.8,1,100 ug,,Antibodies/Primaries,157PAB10935,-20 C/Cool Pack,5,460,23,labware-plastics-other
Abnova,PAB10936,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti CDC2 Human,427.8,1,100 ug,,Antibodies/Primaries,157PAB10936,-20 C/Cool Pack,5,460,23,labware-plastics-other
Abnova,PAB10937,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti CDC25A Human,427.8,1,100 ug,,Antibodies/Primaries,157PAB10937,-20 C/Cool Pack,5,460,23,labware-plastics-other
Abnova,PAB10938,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti CDK2 Human,427.8,1,100 ug,,Antibodies/Primaries,157PAB10938,-20 C/Cool Pack,5,460,23,labware-plastics-other
Abnova,MAB8313,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti NPM1 Human,409.2,1,100 ug,,Antibodies/Primaries,157MAB8313,-20 C/Cool Pack,5,440,23,labware-plastics-other
Abnova,MAB8314,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti OVA clone 3G2E1D9,409.2,1,100 ug,,Antibodies/Primaries,157MAB8314,-20 C/Cool Pack,5,440,23,labware-plastics-other
Abnova,MAB8315,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti CDKN2A,530.1,1,100 ug,,Antibodies/Primaries,157MAB8315,-20 C/Cool Pack,5,570,23,labware-plastics-other
Abnova,MAB8316,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti PPARG Human,530.1,1,100 uL,,Antibodies/Primaries,157MAB8316,-20 C/Cool Pack,5,570,23,labware-plastics-other
Abnova,MAB8323,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti ZAP70 Human,530.1,1,100 ug,,Antibodies/Primaries,157MAB8323,-20 C/Cool Pack,5,570,23,labware-plastics-other
Abnova,MAB8324,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti Transmissible Gastroenteritis clone TGEV10-116.3.3,409.2,1,100 ug,,Antibodies/Primaries,157MAB8324,-80 C/Cool Pack,5,440,23,labware-plastics-other
Abnova,H00004825-M02,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti NKX6-1 Human,288.3,1,100 ug,,Antibodies/Primaries,157H00004825-M02,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00010810-D01P,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti WASF3 Human MaxPab,297.6,1,100 ug,,Antibodies/Primaries,157H00010810-D01P,-20 C/Cool Pack,5,320,23,labware-plastics-other
Abnova,H00010782-D01P,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti ZNF274 Human MaxPab,297.6,1,100 ug,,Antibodies/Primaries,157H00010782-D01P,-20 C/Cool Pack,5,320,23,labware-plastics-other
Abnova,H00130888-B01,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti FBXO36 Human MaxPab,288.3,1,50 ul,,Antibodies/Primaries,157H00130888-B01,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00120227-B01,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti CYP2R1 Human MaxPAb,288.3,1,50 ul,,Antibodies/Primaries,157H00120227-B01,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00130888-M02,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti FBXO36 Human,288.3,1,100ug,,Antibodies/Primaries,157H00130888-M02,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,MAB0816,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti MAPK3,409.2,1,100 ul,,Antibodies/Primaries,157MAB0816,-20 C/Cool Pack,5,440,23,labware-plastics-other
Abnova,H00055790-B02,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti ChGn Human MaxPab,288.3,1,50 ul,,Antibodies/Primaries,157H00055790-B02,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00055829-B01,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti SELS Human MaxPab,288.3,1,50 ul,,Antibodies/Primaries,157H00055829-B01,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00055846-M06,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti MDS028 Human,288.3,1,100 ug,,Antibodies/Primaries,157H00055846-M06,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00055790-B02P,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti ChGn Human MaxPab,288.3,1,50 ug,,Antibodies/Primaries,157H00055790-B02P,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00055815-A01,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti TSNAXIP1 Human,186,1,50 ul,,Antibodies/Primaries,157H00055815-A01,-20 C/Cool Pack,5,200,23,labware-plastics-other
Abnova,H00055815-B01,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti TSNAXIP1 Human MaxPab,288.3,1,50 ul,,Antibodies/Primaries,157H00055815-B01,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00055815-B01P,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti TSNAXIP1 Human MaxPab,288.3,1,50 ug,,Antibodies/Primaries,157H00055815-B01P,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00055815-M02,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti TSNAXIP1 Human,288.3,1,100 ug,,Antibodies/Primaries,157H00055815-M02,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00029957-M01,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti SLC25A24 Human,288.3,1,100 ug,,Antibodies/Primaries,157H00029957-M01,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00029968-M01A,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti PSAT1 Human,288.3,1,200 ul,,Antibodies/Primaries,157H00029968-M01A,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00030811-A01,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti HUNK Human,186,1,50 ul,,Antibodies/Primaries,157H00030811-A01,-20 C/Cool Pack,5,200,23,labware-plastics-other
Abnova,H00064432-M01,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti MRPS25 Human,288.3,1,100 ug,,Antibodies/Primaries,157H00064432-M01,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00029930-A01,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti PCDHB1 Human,186,1,50 ul,,Antibodies/Primaries,157H00029930-A01,-20 C/Cool Pack,5,200,23,labware-plastics-other
Abnova,H00029930-M01A,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti PCDHB1 Human,288.3,1,200 ul,,Antibodies/Primaries,157H00029930-M01A,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00029934-M01,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti SNX12 Human,288.3,1,100 ug,,Antibodies/Primaries,157H00029934-M01,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00007157-A01,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti TP53 Human,186,1,50 ul,,Antibodies/Primaries,157H00007157-A01,-20 C/Cool Pack,5,200,23,labware-plastics-other
Abnova,H00007179-M01,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti TPTE Human,288.3,1,100 ug,,Antibodies/Primaries,157H00007179-M01,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00007189-B01P,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti TRAF6 Human MaxPab,288.3,1,50 ug,,Antibodies/Primaries,157H00007189-B01P,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00003975-M10,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti LHX1 Human,288.3,1,100 ug,,Antibodies/Primaries,157H00003975-M10,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00003975-M11,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti LHX1 Human,288.3,1,100 ug,,Antibodies/Primaries,157H00003975-M11,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00004291-B01,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti MLF1 Human Maxpab,288.3,1,50 ul,,Antibodies/Primaries,157H00004291-B01,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00004292-M02,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti MLH1 Human,288.3,1,100 ug,,Antibodies/Primaries,157H00004292-M02,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00004293-A01,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti MAP3K9 Human,186,1,50 ul,,Antibodies/Primaries,157H00004293-A01,-20 C/Cool Pack,5,200,23,labware-plastics-other
Abnova,H00004300-M08,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti MLLT3 Human,288.3,1,100 ug,,Antibodies/Primaries,157H00004300-M08,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00001144-A01,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti CHRND Human,186,1,50 ul,,Antibodies/Primaries,157H00001144-A01,-20 C/Cool Pack,5,200,23,labware-plastics-other
Abnova,H00001144-M01,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti CHRND Human,288.3,1,100 ug,,Antibodies/Primaries,157H00001144-M01,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00057622-B01P,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti LRFN1 Human MaxPab,288.3,1,50 ug,,Antibodies/Primaries,157H00057622-B01P,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00056896-B01,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti DPYSL5 Human MaxPab,288.3,1,50 ul,,Antibodies/Primaries,157H00056896-B01,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00055249-M02,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti YY1AP1 Human,288.3,1,100 ug,,Antibodies/Primaries,157H00055249-M02,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00003159-M03,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti HMGA1 Human,288.3,1,100 ug,,Antibodies/Primaries,157H00003159-M03,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00027292-B01P,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,Anti HSA9761 Human MaxPab,288.3,1,50 ug,,Antibodies/Primaries,157H00027292-B01P,-20 C/Cool Pack,5,310,23,labware-plastics-other
Abnova,H00050833-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TAS2R16 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00050833-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00050836-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TAS2R8 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00050836-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00050838-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TAS2R13 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00050838-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00050839-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TAS2R10 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00050839-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00050840-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TAS2R14 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00050840-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00050848-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,F11R Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00050848-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00058498-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,MYL7 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00058498-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00005872-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,RAB13 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00005872-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00131096-R03-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,KCNH8 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00131096-R03-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00131118-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,DNAJC19 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00131118-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00131368-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ZPLD1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00131368-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00128434-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,C20orf102 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00128434-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00128553-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ZNF218 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00128553-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00057835-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SLC4A5 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00057835-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00060681-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,FKBP10 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00060681-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00060685-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TEX27 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00060685-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00063876-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PKNOX2 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00063876-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00063876-R01V-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PKNOX2 Validated Chimera RNAi,437.1,1,10 nmol,,RNAi/Chimeric RNA,157H00063876-R01V-0010,-20 C/Dry Ice,5,470,23,labware-plastics-other
Abnova,H00063891-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,RNF123 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00063891-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00063892-R03-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,THADA Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00063892-R03-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00063892-R04-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,THADA Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00063892-R04-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00057805-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,KIAA1967 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00057805-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00058155-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,PTBP2 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00058155-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00058157-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,NGB Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00058157-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00058158-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,NEUROD4 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00058158-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00058190-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,CTDSP1 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00058190-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00081031-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SLC2A10 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00081031-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00080975-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TMPRSS5 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00080975-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00081025-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,GJA10 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00081025-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00081027-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,TUBB1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00081027-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00081030-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ZBP1 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00081030-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00081031-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,SLC2A10 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00081031-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00081033-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,KCNH6 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00081033-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00081033-R01-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,KCNH6 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00081033-R01-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00081282-R02-0010,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,OR51G2 Chimera RNAi,251.1,1,10 nmol,,RNAi/Chimeric RNA,157H00081282-R02-0010,-20 C/Dry Ice,5,270,23,labware-plastics-other
Abnova,H00055973-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,BCAP29 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00055973-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00055973-R02-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,BCAP29 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00055973-R02-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00055973-R03-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,BCAP29 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00055973-R03-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00055973-R04-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,BCAP29 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00055973-R04-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00055998-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,NXF5 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00055998-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00049855-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,ZNF291 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00049855-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00049860-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,CRNN Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00049860-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00049861-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,CLDN20 Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00049861-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00050484-R01-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,RRM2B Chimera RNAi,297.6,1,20 nmol,,RNAi/Chimeric RNA,157H00050484-R01-0020,-20 C/Dry Ice,5,320,23,labware-plastics-other
Abnova,H00005026-R01V-0020,TEBU-BIO PORTUGALEDIFICIO D. PEDRO I,P2RX5 Validated Chimera RNAi,520.8,1,20 nmol,,RNAi/Chimeric RNA,157H00005026-R01V-0020,-20 C/Dry Ice,5,560,23,labware-plastics-other
